lib,target,optlag,Optlag_rho,Dist
77,14,-5,0.358071300091036,11108.2076244288
132,14,-2,0.378259601707194,1596.56725577361
141,14,-9,0.277079250652672,964.532536858354
153,14,-1,0.301947079869482,5814.40125157536
154,14,-5,0.317248543738215,3626.15457095856
158,14,0,0.311183249317002,4547.5595070599
166,14,-8,0.375439746644807,5884.37352709341
170,14,-2,0.375072737378531,6536.60208965303
175,14,-2,0.352804676912712,11560.6016981678
786,14,-8,0.505810193350613,10892.308900133
789,14,-8,0.549438148309204,10943.4762305784
794,14,-7,0.492534795906875,11091.4548241382
795,14,-7,0.225853012117973,11101.0666103523
796,14,-6,0.231786048218827,10577.6899345034
798,14,-4,0.216273861262724,11179.4898726692
804,14,-7,0.460660993957311,10733.2833293253
810,14,-8,0.173161516214653,10477.3484497296
812,14,-2,0.374917730225496,10071.0455010421
816,14,0,0.380028428681348,10527.9718280183
822,14,-1,0.370361087288048,10494.9261120673
823,14,-8,0.491792218696427,10569.5811507819
825,14,-1,0.279865132978693,11129.3981139316
831,14,-3,0.305275074518455,11502.0340863415
841,14,0,0.243712555574992,11392.816188533
843,14,-6,0.570982089228393,11386.3940084203
844,14,-7,0.326400075879465,11404.3051917297
951,14,-2,0.467588695434215,12118.4951915415
1227,14,-1,0.256704607321935,1016.10070613024
1237,14,-8,0.357856383438263,919.965071790805
1292,14,-4,0.346410915149436,2025.55155846088
1294,14,-4,0.3949044123843,2037.21653642722
1296,14,-9,0.385292999325511,3356.30516751095
1310,14,-4,0.492895289985932,2736.52027458718
1322,14,-3,0.201198363545575,2155.00387424453
1327,14,-8,0.332209031034585,935.520268633596
1335,14,-8,0.475197682932119,1912.43749802476
1340,14,0,0.522053814925927,1970.6859034804
1342,14,-9,0.255097833355721,2042.25792128627
1343,14,-6,0.556032739000145,1931.31691534426
1345,14,-2,0.333370760391742,1087.04895474924
1358,14,-3,0.331281372661299,4095.60655626644
1368,14,0,0.235231004883516,4047.37679378596
1394,14,-9,0.335732539157072,4214.24645635573
1401,14,-4,0.22827508254089,2538.94171342873
1409,14,-2,0.450333540224538,3795.38761344519
1421,14,-7,0.214089866445018,1242.87944356356
1423,14,-2,0.237869337577389,2257.1227222304
1432,14,0,0.279385221230571,1947.42729194175
1468,14,-7,0.304579895633061,2452.99807539346
1487,14,-8,0.249995258640705,3321.84041364192
1494,14,-9,0.539059500340182,2920.36064793469
1498,14,-5,0.56085033252221,3098.06146438793
1507,14,-7,0.41525337610368,3180.46137022596
1519,14,0,0.352378256506476,3710.48400692225
1520,14,0,0.33068191986234,7138.35145148242
1529,14,-6,0.22921921975296,3412.43351339328
1539,14,-9,0.207754330034555,3345.61759847584
1567,14,-9,0.416221547267556,5942.09090920954
1585,14,-3,0.406217821918583,4843.97918795033
1605,14,-4,0.348615172017394,5254.89487247179
1612,14,-2,0.464893621354202,5656.72115404891
1627,14,0,0.400594463118017,6486.35053766477
1653,14,0,0.355851396889296,7578.64954574749
1659,14,0,0.199661797536156,11455.3304728728
1660,14,-6,0.492602347303407,12673.5073202691
1662,14,-8,0.274646103628531,8168.3520192275
1667,14,-2,0.326307939767053,11450.821707666
1688,14,-8,0.433734613720142,12206.4090397138
1690,14,0,0.335761475301904,12237.399922409
1692,14,0,0.401660697252967,12200.6685590618
1693,14,-9,0.311408187038194,12418.8023851826
1695,14,-2,0.439282332738004,12921.4328571323
8580,14,-3,0.278692282451571,10185.768065968
9197,14,-6,0.298116660699771,10576.8286780418
9213,14,-2,0.235737141492965,10609.3345175816
9243,14,-9,0.511333104518593,11137.7960640831
9272,14,-7,0.311475528554064,11216.039607946
9300,14,-7,0.377725858063063,10842.2389380582
9313,14,-6,0.521949191172439,10784.6623382201
9322,14,-8,0.215866171849584,10715.8824193933
9332,14,-7,0.410838529706933,10374.549121185
9340,14,-4,0.41786698769896,10061.7441139975
9344,14,-8,0.355913985580265,10193.9231239307
9348,14,-3,0.329237721673571,10885.7555425427
9375,14,-3,0.387074963091782,10469.3381499382
9399,14,-5,0.189263695246808,10655.6250256677
9420,14,0,0.228941929502561,11048.4178791379
9427,14,-8,0.291377703587619,10472.1024143546
