lib,target,optlag,Optlag_rho,Dist
77,14,-4,0.302632028752516,11108.2076244288
117,14,-9,0.538688586071504,3789.17383260849
142,14,0,0.280983964551952,803.298393711475
144,14,-3,0.258012711143139,1221.33862875131
153,14,0,0.235434930867459,5814.40125157536
158,14,-4,0.212329762472692,4547.5595070599
165,14,-1,0.322124449711348,5319.51844272882
175,14,-8,0.325904536613132,11560.6016981678
786,14,-5,0.191108777474541,10892.308900133
791,14,-5,0.209583221908705,10961.4303551829
792,14,-7,0.263925206094023,11068.3716000196
794,14,-5,0.394833012938486,11091.4548241382
800,14,-4,0.282774287277739,10503.6653409176
815,14,-5,0.386460988945307,10959.3156641567
819,14,-9,0.210905031314617,10934.291513744
825,14,-7,0.382128142285523,11129.3981139316
829,14,-6,0.363567065397516,11661.5951152899
830,14,-8,0.388354661861793,10473.4958157958
843,14,-4,0.220415822252768,11386.3940084203
846,14,-6,0.187360475001679,11393.4458983275
951,14,-7,0.314681840985032,12118.4951915415
1265,14,-9,0.274358022567067,1935.13397221441
1284,14,-4,0.402334493986366,2059.3410929233
1292,14,-7,0.389754161761149,2025.55155846088
1294,14,-9,0.439640206821372,2037.21653642722
1307,14,-6,0.457994674272492,1220.56361061679
1308,14,0,0.325338119291925,669.643372973361
1310,14,-2,0.225887656180318,2736.52027458718
1319,14,-2,0.353335816467835,2019.44713804371
1322,14,-9,0.224481097345491,2155.00387424453
1333,14,-1,0.27600105812653,901.720613812304
1335,14,-4,0.339356448155947,1912.43749802476
1340,14,-7,0.291716317245455,1970.6859034804
1342,14,-2,0.331932621751389,2042.25792128627
1344,14,-3,0.449510337663397,3092.64853074704
1355,14,-6,0.384509467113134,1070.43710243376
1374,14,0,0.276871945267965,3262.59263185998
1389,14,-5,0.192523502284904,3182.43432431614
1394,14,-1,0.203830045112633,4214.24645635573
1401,14,-3,0.225084021413156,2538.94171342873
1432,14,-3,0.386575904262625,1947.42729194175
1445,14,-9,0.248479005888211,2954.64785612135
1450,14,-7,0.258337041040959,3159.69707653992
1487,14,-7,0.429852483693927,3321.84041364192
1494,14,-3,0.277931185658648,2920.36064793469
1498,14,-7,0.251547785261463,3098.06146438793
1519,14,-8,0.241953431018563,3710.48400692225
1520,14,-6,0.256764186931552,7138.35145148242
1539,14,-1,0.386849694555659,3345.61759847584
1560,14,-9,0.251793277460348,3923.75523560466
1564,14,-3,0.370356860988532,4023.07703147041
1575,14,-3,0.21858085911777,4245.59187497818
1591,14,-7,0.31068357568755,4981.04220287858
1612,14,-2,0.371692085271168,5656.72115404891
1643,14,-9,0.34644920597906,11753.1134487
1660,14,-4,0.294154807232805,12673.5073202691
1661,14,-5,0.287755940278351,7934.31254197367
1662,14,-4,0.192488393915239,8168.3520192275
1667,14,-3,0.283872968693229,11450.821707666
1678,14,-5,0.380617390507898,8468.41451481235
1688,14,-2,0.377015469876493,12206.4090397138
1690,14,-1,0.222236404488887,12237.399922409
1695,14,-8,0.328974396664994,12921.4328571323
9172,14,-5,0.272030022147205,10881.1390234638
9208,14,-9,0.350636094400663,11019.6294292605
9213,14,-8,0.328626753730562,10609.3345175816
9224,14,-1,0.340390278531221,10569.5825972595
9228,14,-4,0.225563913586789,10599.0873269843
9272,14,-9,0.208039712553074,11216.039607946
9328,14,-1,0.353845797192868,10878.9687180076
9339,14,-9,0.295351111277219,10428.3655451894
9344,14,-7,0.240619315588112,10193.9231239307
9348,14,-5,0.321072242969866,10885.7555425427
9360,14,-6,0.251935249064451,11405.9174603205
9382,14,0,0.26347252368971,11007.4406843963
9398,14,-9,0.302303116127364,10968.1574588141
9404,14,-1,0.407716072955793,10845.9278499092
9434,14,-4,0.204716578692143,11104.0107129968
9443,14,-1,0.246749130013,11219.619078995
9452,14,-4,0.321324579567262,10741.9195079902
9460,14,-1,0.422634919026514,11227.2173302455
9484,14,-9,0.37680303127325,11264.7062980914
9492,14,-5,0.277700565523123,11352.315829255
9498,14,-8,0.305351271453564,11476.6765989158
9547,14,0,0.246086949876757,11322.3206120165
10147,14,0,0.325595326914367,10648.420641988
13539,14,0,0.313798887424484,3772.49629445544
14059,14,-9,0.292682620884947,2948.53158154938
14072,14,-7,0.357437077663719,1912.99082651681
14132,14,-8,0.26350061846974,1666.86477398874
14140,14,-6,0.312635496491595,3583.4511143318
14162,14,-9,0.350938314085533,3603.08827375737
14167,14,-3,0.250127464836641,3824.89406583662
14176,14,-8,0.331659371378163,3467.00580295111
14203,14,-2,0.209041702551765,2015.27093978093
14210,14,-8,0.470602324399214,1498.71480784387
14215,14,-9,0.286037094608772,1993.60140682049
14218,14,-9,0.298951573092251,1393.97668566102
14221,14,-3,0.36344761575207,2159.10395216648
14235,14,-5,0.439427223225304,2006.150643681
14238,14,-3,0.406027677882465,1988.00358169134
14261,14,0,0.187270480624041,2010.77439363439
14302,14,-7,0.399351212766898,2056.60292832863
14305,14,-5,0.291235746863747,2133.36215538265
14306,14,-8,0.329097895849826,2389.75640569544
14333,14,-8,0.280294831466856,2987.04117256539
14442,14,0,0.179379716585438,4607.39990491173
14510,14,-5,0.348534491544998,1954.38477348831
14514,14,-3,0.299571705749273,2511.55998262838
14555,14,0,0.42680980202785,4874.27842520965
14577,14,-5,0.199552937770345,4890.86000779651
14581,14,0,0.237840920838059,2825.15610351958
14598,14,-5,0.427603129458839,4871.92911555738
14601,14,-1,0.220515293703632,4509.84331091586
14660,14,-4,0.343132347098831,955.358376707324
14667,14,-1,0.243195510579743,2760.16933661069
14723,14,-9,0.282641626322559,4593.81221897751
14748,14,-2,0.267160109240611,3603.67333142476
14767,14,-8,0.207216280245541,1624.11960694273
14924,14,-4,0.229694356145396,5139.23514345353
14957,14,-6,0.311151255781292,5111.7600379402
15000,14,-2,0.234374957316071,5099.67867081611
15001,14,-2,0.347011885557588,1096.51077077853
15011,14,-7,0.203991962138442,5277.62018723525
15062,14,-3,0.304375631200734,3232.54374128003
15092,14,-1,0.287765924691292,1065.07044823564
15102,14,-2,0.374290845013144,5422.84436539906
15105,14,-8,0.29105161435425,2206.57604963585
15136,14,-4,0.290846464047062,5345.42267663964
15176,14,-9,0.279434967985459,1208.01659842283
15194,14,-8,0.265325033209464,2325.24793706274
15226,14,-9,0.257838133613447,1971.58699950089
15293,14,0,0.396822011492414,1289.34046383785
15376,14,-1,0.2621643165369,2870.07639270557
15419,14,-9,0.505095911040937,3451.97234181562
15458,14,-8,0.420668443133332,2103.3912651623
15530,14,-9,0.245170788065442,3642.80291457019
15552,14,-7,0.327241265061543,3053.33024210578
15606,14,-2,0.389236621360698,3201.58509559365
