lib,target,optlag,Optlag_rho,Dist
132,14,-4,0.328771860455266,1596.56725577361
144,14,-5,0.456176849435868,1221.33862875131
146,14,-7,0.248340746541849,1298.96980922609
153,14,-8,0.298042669247394,5814.40125157536
157,14,0,0.36188167203455,4187.66529040865
171,14,-5,0.290908375891273,6699.2099144878
794,14,-6,0.324028084925706,11091.4548241382
797,14,0,0.331465414103896,10555.5721820691
798,14,-9,0.315926845981759,11179.4898726692
801,14,-1,0.392432406925681,10559.0824554782
813,14,-3,0.273948248987577,10306.1808959303
816,14,0,0.236405356142119,10527.9718280183
819,14,-8,0.256460143311075,10934.291513744
829,14,-8,0.344805368328188,11661.5951152899
832,14,-7,0.298450631896817,11208.9550142813
835,14,-8,0.230468545498431,11276.8099569745
1227,14,-5,0.270100973113708,1016.10070613024
1242,14,-7,0.189987572086204,2977.95955032935
1251,14,-2,0.286233949714531,2894.83396635524
1279,14,-4,0.391611923764556,1980.38525164232
1284,14,-1,0.232220378469371,2059.3410929233
1296,14,-1,0.399584707364691,3356.30516751095
1298,14,0,0.347437710729356,3939.15357008444
1319,14,-1,0.244667165052131,2019.44713804371
1335,14,-3,0.297334263530419,1912.43749802476
1340,14,-9,0.30596143215026,1970.6859034804
1342,14,-6,0.325040460960554,2042.25792128627
1343,14,-6,0.202648064882012,1931.31691534426
1353,14,-9,0.219286653163161,3600.40054766663
1365,14,-3,0.283365486832142,1465.89592707132
1368,14,-9,0.289069960261381,4047.37679378596
1373,14,0,0.315726477446479,2391.39212911796
1393,14,-2,0.339953877407901,4186.72344550803
1394,14,-4,0.165497618519725,4214.24645635573
1401,14,-2,0.229080989418894,2538.94171342873
1408,14,-3,0.292059407574047,1990.69713349367
1414,14,-3,0.27926415525808,1853.43572310638
1423,14,-9,0.267818226489653,2257.1227222304
1450,14,-6,0.273876691347928,3159.69707653992
1481,14,-1,0.265061808600289,2743.60135317815
1484,14,-8,0.331557726116972,2769.18855003448
1487,14,-3,0.222815469470283,3321.84041364192
1494,14,-1,0.209939846927824,2920.36064793469
1495,14,-3,0.255328577135345,2901.40467070218
1502,14,-5,0.325682935955525,3574.95164600112
1504,14,-1,0.271139782379739,2924.22770434483
1507,14,-8,0.203303348805778,3180.46137022596
1511,14,0,0.39411141087286,3470.1963865535
1520,14,-5,0.346013387824305,7138.35145148242
1523,14,0,0.261911872548147,6860.00952179647
1543,14,-4,0.345687785608602,3794.6863797486
1548,14,-9,0.255926004655449,3540.37286630723
1550,14,-9,0.444325044882747,6131.50344287493
1552,14,-7,0.196777191673872,5335.91761236451
1591,14,-1,0.264574355393789,4981.04220287858
1605,14,-3,0.400770159233531,5254.89487247179
1627,14,-1,0.358294723769327,6486.35053766477
1631,14,-1,0.296426691555441,6420.87830787474
1635,14,-5,0.247278136476621,10929.7443089399
1644,14,-9,0.289931899723681,7085.79487991139
1653,14,0,0.266825346930484,7578.64954574749
1664,14,-6,0.223428655261674,11610.7545378872
1678,14,-9,0.195956940039206,8468.41451481235
