LakeNo,Temp2m,Preciptn,SLH,SM,SSH,SurPressure,Temp2mmax,SolarRadiation,Windspeed
14466,0,0.117356532494436,0.242312575332016,0.136518459288658,0,0,0,0,0
14471,0,0,0.26744737402037,0,0.237318646718659,0,0,0,0.0598957524139817
14478,0,0.162032059088185,0.0895839896128947,0,0.213630791719938,0.192586108600882,0,0.0931088956605971,0
14499,0,0,0,0.199655354006503,0,0.34003101145878,0,0.156755595982145,0
14510,0,0,0,0,0.11378810420956,0,0,0,0
14514,0,0.131250466287889,0.0310665431818584,0,0.109015417826401,0.168432963211453,0,0.0863471161794252,0
14549,0.0824211104782234,0.137315383384484,0.333833032831649,0.175044641181999,0.241176515402312,0.102001631827252,0,0,0.0940839383164607
14550,0,0,0,0.17152294883048,0,0,0,0,0
14555,0.111146087943173,0.0717434700452469,0,0.169077101727147,0,0,0.118150497702983,0,0
14558,0.193879259155882,0,0.121062417125914,0,0,0,0.191987545020365,0.122578306904398,0
14577,0,0,0.122126586121063,0.258671025348579,0.183739521642174,0,0,0,0
14581,0,0,0,0,0,0,0,0,0
14584,0.0822170697655194,0,0.314644578616518,0.305581674788971,0.198316563883354,0.0836539345395276,0,0,0
14598,0,0,0,0.228426268357776,0.413932094168913,0,0,0,0.124942777400835
14599,0,0,0,0,0,0,0,0,0.128734462569604
14600,0.264723003765974,0,0,0.156287968482565,0,0,0,0.240175548704075,0
14601,0.164811879472028,0,0,0,0,0,0,0,0.101083525333367
14645,0,0,0,0,0.136452051557301,0.104339266816359,0,0,0.106290803175725
14651,0,0.115779817109872,0,0.220132223705622,0,0,0.143433542257857,0.169404623797065,0
14653,0.073599378661283,0,0.146198528706391,0,0.159692964737865,0,0,0,0.0676094042423908
14654,0,0.203431081829554,0.164125876813717,0.233319836791768,0.24863883349815,0,0,0,0.0774569980689056
14660,0.296212437910268,0,0.243283004952478,0.268057411353022,0.169233167849385,0,0.263247961778827,0,0
14667,0,0,0.165462144905352,0,0,0,0,0,0
14674,0.088235133115263,0.0442821047381431,0.229947061250144,0.0969160483066476,0,0,0.0783683784434125,0,0.0790201446542213
14677,0,0,0.298098753867643,0,0,0.151526944643333,0,0,0
14679,0.136003531045949,0,0,0.215536673903488,0,0,0,0,0
14682,0.0804712688959763,0,0,0,0.17971222655276,0,0,0.136170475271578,0.169302829318324
14686,0,0,0,0,0,0.111329957789355,0,0,0.119807130989466
14690,0.21158190551386,0.111776090614872,0.316600356946978,0.377698417714778,0.372306458253857,0.120290782379202,0.226630957413708,0,0
14696,0.160431080919785,0,0.221604894436399,0,0.181950863973904,0.0855470859611575,0.146156369775419,0,0
14723,0.183780355206869,0.0744611858341393,0.271909741511491,0.268914351758474,0.290204648374878,0.129335561501869,0.184179771591118,0,0
14741,0,0,0.253059322110643,0,0.265419966407948,0,0,0,0
14743,0,0.062464146302574,0,0.137854405378037,0,0,0,0.155819186053408,0
14748,0.0847059070593436,0,0,0.143318773242863,0,0,0.0762539006750986,0,0
14762,0,0.241668781446359,0.241030025878402,0,0.142364263859242,0,0,0,0.15203258508609
14763,0,0,0,0,0,0,0,0,0
14767,0.111466594494818,0,0,0,0,0,0,0,0
14769,0,0,0.185476485139757,0,0.138719012216503,0,0,0,0
14777,0,0,0,0,0,0,0,0,0
14789,0,0,0,0,0,0.103145286573969,0,0,0.0325903362387325
14802,0,0,0,0.149679545734529,0,0.187265250191197,0,0,0
14804,0,0.223290071544335,0.192482455506131,0.214950239818527,0.160582930938749,0.12675191751827,0,0.124310253901681,0.149420780019392
14816,0,0,0,0,0,0.167217573849252,0,0,0
14882,0.181913559634397,0.163415174570055,0,0.152867449875612,0,0.088812537753875,0.156551792472335,0,0.0883838215860384
14924,0,0,0,0,0,0,0,0,0
14950,0,0,0,0,0,0,0,0,0.13343046688754
14954,0,0.166152475485218,0.255412790456187,0.259830440420368,0,0,0,0,0
14957,0,0,0.137917600851648,0,0.111684990576456,0.201912629165577,0,0,0
15000,0.157590905069456,0,0,0.352858384410572,0,0,0.151186740947012,0.0933045888187395,0
15001,0.225848035764791,0,0.230139602979153,0.225978587429114,0.195312039491469,0,0.229026234886092,0,0
15011,0.137675143400165,0,0,0.318007442012931,0,0.143485896079415,0.0820122334205148,0,0
15014,0,0,0,0,0,0,0,0.16495182628106,0
15030,0.185782831361305,0,0.327549185443331,0.309959943681712,0.285411721368086,0.0734530428752276,0.190241487343732,0.107786872524798,0
15037,0,0,0,0,0,0,0,0,0.164881524507936
15062,0.16283815438998,0,0,0,0,0.132027307185943,0.156955152160292,0.225810177148326,0
15070,0,0,0,0.215932133719757,0.17559039742847,0,0,0,0
15092,0.127968976211358,0.225746100299673,0,0.202892601764686,0,0,0.136883768127175,0,0
15102,0.167048877318005,0,0.2116716687513,0.153549852708326,0,0,0.171245519910844,0,0
15105,0.159036740753029,0.109396160509598,0.185667136315919,0,0.248565722269899,0,0.185045322854819,0,0.0705732023014757
15135,0,0.108962526496192,0.102436099208531,0.329712125991624,0.0359108819960841,0.139512501441344,0,0.120388588365592,0
15136,0,0,0.176961706381366,0.240103463014935,0.119101848722287,0,0,0,0
15176,0,0,0.212202166449347,0,0.265917593387965,0,0,0.0885143222308192,0.249631767080358
15180,0,0.198492381205818,0,0.283163798911579,0.183702986072725,0,0,0.180283110167076,0.196743409232992
15194,0,0,0.256200671046582,0.248503955748682,0,0,0,0,0
15200,0,0,0,0,0,0.118352904040166,0,0,0
15226,0,0.236309488896131,0.115646950920989,0,0.115351688169407,0,0,0,0
15235,0.127658852959753,0,0,0,0.194799920375218,0,0.0939901821108248,0,0.0644936693972172
15243,0,0,0,0,0,0.208735611388247,0.0528798784513751,0,0
15254,0.148769071012928,0,0.160848892527398,0,0,0,0,0,0
15257,0.34830952905944,0,0.144912073497203,0.210741674393376,0.0613243470240311,0.114714321581625,0.304623178416919,0.188052454943311,0.224770789549252
15265,0,0,0,0,0,0,0,0,0
15273,0.107056795453663,0.077199166180978,0.104103330804545,0,0,0,0.103499969930615,0,0
15293,0,0,0,0,0.172222346300396,0.169817777660141,0,0,0
15361,0.200103240434425,0,0,0.117107363136832,0,0,0.149710055804125,0,0
15374,0,0,0.0717707112694751,0.221825650263339,0,0.199127309527671,0,0,0
15376,0,0.137244652208104,0.130026943513416,0,0.0476716814211809,0,0,0,0.205163054492857
15380,0,0,0,0.389077916171727,0,0.133031009858086,0.125056333390984,0,0
15403,0.227167970079522,0.0989826328597599,0.174515560215565,0,0.241076205960325,0,0.216484322978851,0.0747804370949495,0
15419,0,0,0,0.155180272865417,0,0,0,0,0
15458,0.172051124414329,0,0,0.18547371793077,0.261428323235967,0,0.173919904519081,0.11525443472876,0
15469,0.243211882009616,0,0.232298553335491,0.136227910693731,0.228959120632376,0,0.231591184472696,0,0
15490,0,0.17459508051288,0,0,0.200475067732848,0,0.1063278133535,0,0
15502,0.223593475044023,0.121716899006201,0.162760208756623,0.261427039038882,0.331125082656891,0,0.173697445931156,0,0.135078283366707
15530,0,0,0,0,0,0,0,0,0
15536,0.218529495447203,0,0.311454107990195,0,0.326392077852042,0,0.223678506095052,0,0
15538,0,0.110033653265476,0.187992119654493,0,0,0.192620198667825,0,0,0
15552,0,0,0.283871157097877,0.366316317929034,0.325557767686946,0.0484005346326992,0,0,0
15554,0,0.152468525987799,0.122834651914958,0,0,0,0,0,0.0733612851830161
15582,0,0,0,0.0958400362797137,0,0,0,0,0.0942559136753069
15606,0.30262668502915,0,0.174360428449904,0.222407089813421,0,0,0.249353154507398,0,0
15638,0.247245056491393,0,0.152944041846332,0,0,0,0.215493537583129,0,0
15639,0.197443217653249,0,0,0.245223756428777,0,0,0,0,0
15650,0.195343699577853,0,0.196776109095993,0.253161756008467,0.251811698453545,0.161734238155022,0.231881814111549,0.16601606894482,0
15672,0.229860427750185,0,0.231679278768658,0,0,0,0.18766280548825,0,0
15714,0,0,0,0,0,0,0,0,0
15716,0.143337977804063,0,0,0,0,0.162157236600668,0.0842093416211029,0.149539190246807,0.199330259318997
15748,0.200153935546862,0,0,0.0891857905914795,0,0,0.142168177212552,0.155978359428011,0
15751,0,0.0613215303521027,0,0.184482048358688,0,0,0,0,0
15763,0,0,0,0,0.191175064874544,0,0,0,0
15798,0,0,0,0.24045966062112,0,0,0,0.102264058873755,0
15805,0.198130672012302,0,0.0559027640804451,0,0.149908473796079,0,0.168527424663197,0,0
15806,0,0,0.193002807223391,0,0,0.24652218678236,0,0.110596437318787,0
15807,0,0,0,0,0.118407759217537,0,0,0,0.24868003307137
15811,0.336563994100028,0,0,0.245439834806316,0,0.15769203138539,0.278969048997535,0,0.234765514246987
15812,0.22197080683302,0.162826351042243,0.221281215109347,0.171759002212052,0.20431634972209,0.104092452200887,0.154816265125723,0,0.102161335634945
15815,0.20299481288339,0,0,0,0,0.145416151300948,0.136817372157386,0,0
15827,0,0.0425106506055649,0,0,0.171369279487742,0.141652775022092,0.0790089352713485,0.139526012382488,0
15836,0,0,0.126373080869597,0.0631104375150135,0.118590462564246,0,0,0.0691554462287645,0.154929805980756
15852,0,0,0,0.084017306963968,0.135507747672472,0,0,0,0
15873,0,0.0820067737283943,0,0,0.127899573989071,0,0,0,0
15883,0,0.232057979095447,0.249007256703404,0.346548249992398,0.341492815683855,0.235383703984269,0.166102544437134,0.182008194394386,0
15923,0,0,0.175446093924626,0.215145284473953,0.301151398895532,0.153078617629659,0,0.0960125703384632,0.112301372917948
15926,0.155751665983847,0.0658359296348632,0,0.0977586150641908,0.057107563358528,0.242851784259849,0.126325368604801,0,0.110563131739711
15943,0.295284812122201,0.214991317061273,0.284479225431338,0.239159410837848,0.265511469560025,0,0.240894038780141,0.157961699550502,0
15950,0,0,0,0,0,0,0,0.173272678395001,0
15961,0,0.200001657446127,0,0,0,0.171387032402845,0,0,0.215517298784291
16011,0.12957297087048,0,0,0,0,0,0,0,0
16023,0.217347931764126,0,0,0.219450107385653,0,0.140273631398032,0.232077226392777,0,0.18423393055887
16144,0.223750507695816,0,0.40279931685591,0,0.346013109331741,0,0.228690673786761,0.127400909214544,0.089935979259508
16158,0,0,0,0.129712392607749,0.256881113799391,0,0,0.0764985983869161,0.101535512563894
16190,0,0,0,0,0,0,0,0,0
16206,0,0.140947189038177,0,0,0,0,0.134253132155123,0,0.031335959907128
16234,0.136639209008399,0,0.192622968139216,0.245702054940438,0.0940497724735011,0.143162100533261,0,0.0936054154842226,0
16239,0,0,0.0612105052753468,0,0,0,0,0.127047147415869,0
16245,0.219019136509652,0,0,0,0.0698558917715473,0,0.154031165075641,0,0
16246,0,0,0,0,0,0,0.149741125315951,0.245864001281738,0
16247,0,0,0.215110079819042,0,0.188998742988193,0,0.0811617580862333,0.113164610943593,0
16282,0,0.145773696087431,0,0.192850273131347,0.142730813291922,0,0,0,0
16286,0,0,0.246647268875795,0,0,0,0,0,0.0664485430619373
16306,0,0,0,0,0,0,0,0,0.04404876910561
16310,0.111648272881213,0.162359652424384,0,0,0,0,0.112038499873696,0,0
16311,0,0,0,0,0,0,0,0.0826944836461293,0.117828909608025
16312,0,0,0.194579640631741,0,0.184823031462257,0,0.17536539902211,0,0
16314,0.224795145557885,0.181540719796373,0.235932743163049,0,0.226045339127424,0,0,0,0
16320,0,0,0.292154605655585,0.240646773105074,0,0,0,0,0
16322,0.316806161915981,0.193021952047283,0.433050048085908,0.313701357665629,0.431484865674324,0,0.326193547934566,0.231652878052089,0.0960008582727803
16328,0.212029560812415,0.170237902436932,0.251142272238778,0,0,0,0,0,0.0748509965209177
16329,0,0,0.164760927123905,0.185986902158611,0.196457393139949,0,0,0.208548154821437,0
16330,0,0,0,0,0,0,0.0996245339390273,0,0
16331,0,0.232215545797788,0.280937046522006,0.2358183923356,0,0.121579979011925,0,0,0
16337,0.228438833313992,0,0.0325130000460332,0,0,0,0,0,0
16342,0,0,0.168293790581993,0,0.0963688190901227,0,0,0,0
16351,0,0,0.227784755246746,0.264605060315652,0.248361101499824,0,0,0,0
16355,0.137053023818156,0,0.23322398935232,0,0.125418256810834,0,0.155747252537028,0.127199898990867,0
16359,0,0,0.160366154440015,0.120178358894543,0.206722755159204,0.111465257818768,0,0.16568364965095,0.116912419215576
16361,0,0.23526967569222,0.300463489388519,0.315343308065808,0.254573656010385,0,0.136033976577958,0,0.120123256897112
16362,0,0.109111275272484,0.250725427580981,0.191718576943815,0.142742826908616,0,0,0,0
16364,0,0,0.193846802593919,0.28802004871375,0,0,0.165735547052774,0,0
16368,0.198828773701179,0,0,0.290919778847942,0.197315821717625,0.128363306687449,0.182713416599609,0.185303095521841,0
16372,0,0.170910908962304,0,0,0,0,0,0,0.188064213352816
16374,0.183994010514054,0.16701330736598,0.145766085535947,0.252622604086644,0.166222308176356,0,0.187143467864813,0.120147502529041,0
16382,0,0,0.250227731207178,0.272665134898769,0.275460628141421,0,0.169772480393811,0.120590311644416,0
16387,0,0,0.129964315119704,0,0.0936589234983876,0,0,0,0
16389,0.0739984511479237,0,0.132987132556315,0,0.107657750309045,0,0,0,0
16391,0,0,0,0,0,0,0.182262672567693,0,0
16392,0,0,0,0,0,0,0.105098887539524,0,0
16400,0,0,0,0,0.145718838536175,0,0,0,0.157535884251226
16402,0.239167332841002,0,0.329035575595814,0.36132853641847,0.286740192827685,0.115831999180706,0.307099153101444,0,0
16405,0.134505243115734,0.245581863852497,0.429404286034452,0.305438523336484,0.294066207034459,0.125059113717085,0.120408716441903,0.235481683262341,0
16406,0.221149887953366,0.139188240948373,0.217602117559297,0.321292560687981,0.205516698400219,0.119153043075786,0.225728276979074,0.112126149587966,0.132140021131505
16410,0,0.122261570868494,0.162043485842461,0,0.204013179369392,0.0954582337663983,0,0.164006704687795,0
16412,0,0,0,0,0.0361888957213456,0.0745942032195139,0,0,0.0873374615756949
16413,0,0,0.346297063134081,0,0,0,0.23690485270553,0,0
16415,0,0,0,0,0,0,0,0,0
16424,0,0,0,0.0359695328113734,0.108503653854936,0,0,0,0
16430,0.13284080870869,0,0.319349292505938,0.341098084439792,0.285882047550596,0,0,0,0
16432,0.17771330649855,0,0,0,0,0,0.160016899653593,0,0
16453,0.18475842788629,0.276627337996607,0.232603931030451,0.253077640304848,0.311853030896469,0,0.183329711251229,0.212588106476934,0
16455,0,0,0,0,0,0,0,0.0711582483111596,0.105992397047454
16471,0.162074000641044,0.165735114368758,0.288151733494798,0.324951841833569,0.317527336062141,0.183537831055889,0.177146959191104,0.203443972182732,0
16478,0.128254740219779,0.076288413085895,0.206686478449004,0.242584948043122,0.201678163905256,0,0.145511925650777,0,0
16482,0.17575603585102,0.242747269608115,0.323677042130591,0.341300158700855,0.338967228850082,0,0.178087892781227,0.156147071545289,0
16504,0.134959060171412,0,0.180357197475083,0,0,0,0.136879096026526,0,0
16505,0,0.13571174540085,0.257122237610422,0.302797331648598,0.231481547700808,0.170910895213138,0,0,0.0996131825261427
16516,0,0,0.288784787444411,0.237487771865232,0.266819910316294,0,0.170116177590349,0.198851179712052,0
16520,0.131834517671167,0,0.26942058854821,0.223418232018624,0.289870865923712,0,0.181608370412472,0,0
16532,0,0,0,0,0,0.155247554706724,0,0,0.0444571505367459
16537,0.123531773138708,0,0.204085300379731,0,0,0.152789922371854,0.145470420060207,0.153874498158755,0
16550,0.157192489672139,0,0,0.205318076082147,0.232993040434962,0,0.159928586828886,0,0
16551,0,0,0.100470730958309,0.11272508064963,0,0,0,0,0.0408053805161021
16566,0.338802497561235,0.318910522075019,0,0.397159688373047,0.396051145625271,0,0.340670886350025,0.250903055392131,0
16573,0,0,0.287564998412561,0,0.244175143208799,0.0634188815274741,0,0,0
16591,0.0755104681364342,0,0.275004544772876,0.372052401761853,0.295575416221749,0.0977167183343094,0,0.207268852475734,0
16602,0.182717356799339,0,0,0.257475556009369,0.343105877366273,0,0.218795947253301,0.162437072883653,0
16605,0,0,0.322176076646589,0,0.384199558261202,0,0,0,0
16623,0,0,0,0,0,0,0,0,0
16631,0,0,0,0.239024639334653,0,0.149602707640778,0,0,0.0807915621334682
169767,0.121526579572069,0,0.269354026716256,0,0,0,0.10775740881783,0,0
170358,0,0,0,0.150002531982136,0,0,0,0,0.0582706617583526
170373,0.0785469095412224,0.119225103503357,0,0,0,0,0.114564493956476,0,0
170784,0.150289967706956,0,0,0,0,0,0.161718525755476,0.112522077267354,0.0377789863475278
170811,0,0,0.388705857963578,0,0.353594507086201,0,0,0,0
170907,0,0,0,0,0,0.13604706534651,0,0,0.0803397374087182
170999,0,0,0,0,0.134728380827257,0,0,0,0.0517518617673617
171064,0,0,0.251357941907337,0,0.240846246250056,0,0,0,0
171715,0,0,0,0,0.0237667215665949,0,0,0,0
172048,0,0,0,0,0,0,0,0.0896004889519893,0
172215,0,0,0,0.0191067263707689,0,0,0,0.0751153440939722,0
173367,0,0,0,0,0,0,0,0,0
177672,0,0,0,0,0,0,0,0,0
177707,0,0,0,0,0.10096776108102,0,0,0,0.109072560841002
178658,0,0.0954313847514817,0.12783975994771,0.108577013754061,0,0.179048285419764,0,0,0.0672612910153084
180481,0.385406947429558,0,0.343430299454432,0.34154888894956,0.382830028195257,0.236518663381849,0.387973648402749,0.184056542401796,0.237083876919919
183104,0,0,0,0.148070353531964,0.190380449451154,0,0,0.135540609428842,0
1317590,0,0,0,0,0,0.121578672504656,0,0,0
1318849,0,0,0,0,0,0,0,0,0
1320080,0,0,0.132173981988668,0,0.141716673528509,0.157962388977039,0,0,0
1320855,0.0850424799902472,0,0,0,0,0,0,0,0
