X1,X2,X3,X4,X5,X6,X7,X8
5,1,0.555886315,0.127184757,0.953035094,0.371018822,0.679749403,0.305749831
5,1,0.553663554,0.071480573,0.960451952,0.446560513,0.682398209,0.311452916
5,1,0.550713045,0.12937999,0.952143885,0.401297512,0.674003697,0.253327568
5,1,0.55683645,0.065851848,0.959859451,0.423879497,0.679899867,0.26829584
5,1,0.549845495,0.10059037,0.950624601,0.35838828,0.678457233,0.311465405
5,1,0.557625225,0.130382608,0.959735285,0.462926474,0.68257892,0.29101777
5,1,0.551769331,0.091180646,0.955204024,0.399480641,0.677994664,0.309533344
5,1,0.555155039,0.098390641,0.959953724,0.44743748,0.679432714,0.305594237
5,1,0.555885503,0.070694889,0.95615707,0.342362566,0.679336004,0.27366415
5,1,0.549231412,0.045015825,0.952719256,0.349083863,0.677689117,0.26688523
5,1,0.549487345,0.166092611,0.956026948,0.403587208,0.67720866,0.303024695
5,1,0.557218729,0.113047694,0.962029284,0.480829005,0.682559077,0.288596991
5,1,0.55487999,0.11377026,0.95767761,0.392280389,0.678571934,0.278481922
5,1,0.553627458,0.064752446,0.956738308,0.412221596,0.682305511,0.262524295
5,1,0.554766341,0.101921415,0.96204636,0.50256711,0.682433436,0.314556843
5,1,0.552069685,0.120050132,0.955718456,0.379873742,0.676289904,0.371422853
5,1,0.551853683,0.195798255,0.95709375,0.458422969,0.678233917,0.307343156
5,1,0.555377192,0.096000476,0.960845003,0.407480823,0.681782488,0.277653087
5,1,0.550723717,0.110043538,0.948684775,0.332299729,0.675713955,0.318514008
5,1,0.549552871,0.095079428,0.956172981,0.418853591,0.674840646,0.28681135
5,1,0.550631318,0.091197705,0.952637201,0.35141636,0.677446571,0.286907652
5,1,0.552792616,0.085869579,0.955866519,0.398721343,0.677377336,0.34286996
5,1,0.555178083,0.152219686,0.955241938,0.402902319,0.68011376,0.298268528
5,1,0.556597613,0.087264683,0.958868635,0.428072431,0.681923799,0.314009666
5,1,0.551514007,0.098787193,0.955690968,0.363998984,0.676776085,0.28660486
5,1,0.551913948,0.068190379,0.953582784,0.420717485,0.675889544,0.268051454
5,1,0.554533082,0.113011053,0.957288561,0.404417646,0.680721887,0.324223554
5,1,0.547921893,0.137649315,0.953405868,0.341007077,0.677118203,0.280982354
6,1,0.552868356,0.095026221,0.9544406,0.359951572,0.679553064,0.251979958
6,1,0.559499581,0.112402507,0.954425954,0.388262984,0.680271868,0.241190221
6,1,0.545760653,0.12475835,0.948896303,0.309133631,0.672507886,0.241000912
6,1,0.547109471,0.131106008,0.946586811,0.279490313,0.671744291,0.252983908
6,1,0.554350385,0.085122283,0.955597565,0.354669905,0.681269378,0.277269345
6,1,0.552450411,0.167354562,0.958080589,0.411150672,0.680694259,0.305140622
6,1,0.552620345,0.117479624,0.956941288,0.315511792,0.678648573,0.231470607
6,1,0.549853206,0.149261655,0.949613158,0.328198551,0.671526991,0.208193786
6,1,0.545527741,0.18974929,0.950959708,0.379755466,0.675328522,0.331346628
6,1,0.552680858,0.129931584,0.947791717,0.246629332,0.676456955,0.217483622
6,1,0.550711633,0.213531735,0.95276501,0.327186647,0.679348492,0.227215821
6,1,0.551703452,0.11726881,0.953107725,0.30075697,0.676583187,0.267823832
6,1,0.559983392,0.132922999,0.957558152,0.408538052,0.682133669,0.242740292
6,1,0.554013191,0.110761109,0.953515446,0.309783467,0.676006372,0.278310039
6,1,0.551898313,0.178787673,0.954019913,0.358572038,0.678100916,0.262199022
6,1,0.546128586,0.169505568,0.948181933,0.278685426,0.674439739,0.29693487
6,1,0.551618162,0.142423693,0.949249412,0.32515449,0.675008358,0.22529685
6,1,0.554748537,0.136684697,0.954853416,0.353709557,0.676912752,0.257346181
6,1,0.554380759,0.042236168,0.954886942,0.337479444,0.679922238,0.340956964
6,1,0.553695059,0.167902853,0.951273785,0.364478192,0.674127661,0.269380247
6,1,0.555756245,0.174912149,0.956458947,0.352113739,0.67947613,0.286498366
6,1,0.545088513,0.072123022,0.948667833,0.3327973,0.674000597,0.318907159
6,1,0.553899192,0.095386291,0.949107504,0.367478967,0.674049334,0.300044843
6,1,0.55334418,0.117362732,0.949896923,0.343132563,0.674447113,0.298852929
6,1,0.555304263,0.132474691,0.955547792,0.385734707,0.676237437,0.261013248
6,1,0.553012546,0.104270725,0.955562862,0.366851777,0.678414743,0.278350872
6,1,0.550445704,0.120043176,0.957413787,0.344961253,0.675861995,0.263660889
6,1,0.556222009,0.078879748,0.956057436,0.36086517,0.680360089,0.272272185
6,1,0.549257497,0.114712672,0.952765509,0.353793526,0.675462451,0.281733181
6,1,0.550036284,0.149521135,0.951891816,0.349394329,0.679746762,0.323660593
6,1,0.552943893,0.129129059,0.957849376,0.364840683,0.67964313,0.257248059
6,1,0.556337344,0.151564513,0.958062463,0.373852671,0.679738646,0.31337668
6,1,0.551700766,0.128001429,0.954248589,0.410934553,0.672934459,0.288436531
6,1,0.558517288,0.088346118,0.957986394,0.378848459,0.678289641,0.276232679
6,1,0.553453718,0.150213611,0.953521538,0.316130887,0.672777687,0.286113161
6,1,0.548730446,0.186008067,0.948998404,0.298224472,0.675531634,0.25373133
6,1,0.548204658,0.11987359,0.952614183,0.42176568,0.677987106,0.229378149
6,1,0.552174493,0.187237869,0.951370533,0.351806994,0.676231891,0.236624339
